retailer,brand,model,product_url,colourway_shown,colourways_available,price_gbp,delivery_cost_gbp,assembly_cost_gbp,landed_cost_gbp,over_budget,arrives_assembled,mounting,top_width_cm,top_depth_cm,top_load_kg,overall_width_cm,overall_depth_cm,overall_height_cm,bays_json,back_panel,cable_management,frame_material,finish_material,leg_style,warranty,spare_parts_available,returns_window,delivery_lead_time,review_score,review_count,notes
Oak Furnitureland,Oak Furnitureland,Brennan Natural Solid Oak Large TV Unit,https://www.oakfurnitureland.co.uk/furniture/brennan-natural-solid-oak-large-tv-unit/10002144.html,,,529.99,included,,529.99,,yes,floor,140.0,43.0,,140.0,43.0,55.0,"[{""kind"": ""drawer"", ""count"": 7, ""widthCm"": null, ""depthCm"": null, ""heightCm"": null}]",,,Solid oak,,,,,,,,,Dimensions from the retailer's structured product data. Internal compartment sizes not published.
Oak Furnitureland,Oak Furnitureland,Brompton Painted Acacia and Ash Top Large TV Unit - Solid Hardwood,https://www.oakfurnitureland.co.uk/furniture/brompton-painted-acacia-and-ash-top-large-tv-unit-solid-hardwood/36298.html,,,399.99,included,,399.99,,yes,floor,150.0,43.0,,150.0,43.0,60.0,"[{""kind"": ""door"", ""count"": 2, ""widthCm"": null, ""depthCm"": null, ""heightCm"": null}, {""kind"": ""drawer"", ""count"": 7, ""widthCm"": null, ""depthCm"": null, ""heightCm"": null}]",,,,,,,,,,,,Dimensions from the retailer's structured product data. Internal compartment sizes not published.
Oak Furnitureland,Oak Furnitureland,Canterbury Natural Solid Oak Large TV Cabinet,https://www.oakfurnitureland.co.uk/furniture/canterbury-natural-solid-oak-large-tv-cabinet/1004979.html,,,459.99,included,,459.99,,yes,floor,140.0,43.0,,140.0,43.0,62.0,"[{""kind"": ""drawer"", ""count"": 7, ""widthCm"": null, ""depthCm"": null, ""heightCm"": null}]",,,Solid oak,,,,,,,,,Dimensions from the retailer's structured product data. Internal compartment sizes not published.
Oak Furnitureland,Oak Furnitureland,Detroit Solid Hardwood and Metal Large TV Unit,https://www.oakfurnitureland.co.uk/furniture/detroit-solid-hardwood-and-metal-large-tv-unit/1014527.html,,,449.99,included,,449.99,,yes,floor,160.0,43.0,,160.0,43.0,62.0,"[{""kind"": ""door"", ""count"": 2, ""widthCm"": null, ""depthCm"": null, ""heightCm"": null}, {""kind"": ""drawer"", ""count"": 7, ""widthCm"": null, ""depthCm"": null, ""heightCm"": null}]",,,,,,,,,,,,Dimensions from the retailer's structured product data. Internal compartment sizes not published.
Oak Furnitureland,Oak Furnitureland,Durham Natural Oak Large TV Unit,https://www.oakfurnitureland.co.uk/furniture/durham-natural-oak-large-tv-unit/48945.html,,,569.99,included,,569.99,,yes,floor,120.0,42.0,,120.0,42.0,55.0,"[{""kind"": ""open"", ""count"": 4, ""widthCm"": null, ""depthCm"": null, ""heightCm"": null}, {""kind"": ""drawer"", ""count"": 6, ""widthCm"": null, ""depthCm"": null, ""heightCm"": null}]",,,Solid oak,,,,,,,,,Dimensions from the retailer's structured product data. Internal compartment sizes not published.
Oak Furnitureland,Oak Furnitureland,Elba Solid Acacia and Italian Marble TV Unit,https://www.oakfurnitureland.co.uk/furniture/elba-solid-acacia-and-italian-marble-tv-unit/10001311.html,,,499.99,included,,499.99,,yes,floor,146.0,41.0,,146.0,41.0,54.0,[],,,,,,,,,,,,Dimensions from the retailer's structured product data. Internal compartment sizes not published.
Oak Furnitureland,Oak Furnitureland,French Farmhouse Rustic Solid Oak Large TV Cabinet,https://www.oakfurnitureland.co.uk/furniture/french-farmhouse-rustic-solid-oak-large-tv-cabinet/51066.html,,,429.99,included,,429.99,,yes,floor,140.0,43.0,,140.0,43.0,60.0,"[{""kind"": ""open"", ""count"": 2, ""widthCm"": null, ""depthCm"": null, ""heightCm"": null}, {""kind"": ""door"", ""count"": 2, ""widthCm"": null, ""depthCm"": null, ""heightCm"": null}, {""kind"": ""drawer"", ""count"": 7, ""widthCm"": null, ""depthCm"": null, ""heightCm"": null}]",,,Solid oak,,,,,,,,,Dimensions from the retailer's structured product data. Internal compartment sizes not published.
Oak Furnitureland,Oak Furnitureland,Henley Natural Oak and Stone Painted Hardwood Large TV Unit,https://www.oakfurnitureland.co.uk/furniture/henley-natural-oak-and-stone-painted-hardwood-large-tv-unit/49097.html,,,439.99,included,,439.99,,yes,floor,140.0,40.0,,140.0,40.0,45.0,"[{""kind"": ""drawer"", ""count"": 7, ""widthCm"": null, ""depthCm"": null, ""heightCm"": null}]",,,Solid oak,,,,,,,,,Dimensions from the retailer's structured product data. Internal compartment sizes not published.
Oak Furnitureland,Oak Furnitureland,Hercules Rustic Solid Oak Corner TV Cabinet,https://www.oakfurnitureland.co.uk/furniture/hercules-rustic-solid-oak-corner-tv-cabinet/1007908.html,,,529.99,included,,529.99,,yes,floor,122.0,55.0,,122.0,55.0,65.0,"[{""kind"": ""drawer"", ""count"": 7, ""widthCm"": null, ""depthCm"": null, ""heightCm"": null}]",,,Solid oak,,,,,,,,,Dimensions from the retailer's structured product data. Internal compartment sizes not published.
Oak Furnitureland,Oak Furnitureland,Hercules Rustic Solid Oak Large TV Cabinet,https://www.oakfurnitureland.co.uk/furniture/hercules-rustic-solid-oak-large-tv-cabinet/1007907.html,,,569.99,included,,569.99,,yes,floor,168.0,41.0,,168.0,41.0,65.0,"[{""kind"": ""door"", ""count"": 2, ""widthCm"": null, ""depthCm"": null, ""heightCm"": null}, {""kind"": ""drawer"", ""count"": 7, ""widthCm"": null, ""depthCm"": null, ""heightCm"": null}]",,,Solid oak,,,,,,,,,Dimensions from the retailer's structured product data. Internal compartment sizes not published.
Oak Furnitureland,Oak Furnitureland,Highworth Natural Solid Oak Large TV Unit,https://www.oakfurnitureland.co.uk/furniture/highworth-natural-solid-oak-large-tv-unit/53677.html,,,579.99,included,,579.99,,yes,floor,145.0,43.0,,145.0,43.0,50.0,[],,,Solid oak,,,,,,,,,Dimensions from the retailer's structured product data. Internal compartment sizes not published.
Oak Furnitureland,Oak Furnitureland,Hove Natural Oak and Painted Large TV Unit,https://www.oakfurnitureland.co.uk/furniture/hove-natural-oak-and-painted-large-tv-unit/1010223.html,,,429.99,included,,429.99,,yes,floor,140.0,43.0,,140.0,43.0,60.0,"[{""kind"": ""door"", ""count"": 2, ""widthCm"": null, ""depthCm"": null, ""heightCm"": null}, {""kind"": ""drawer"", ""count"": 7, ""widthCm"": null, ""depthCm"": null, ""heightCm"": null}]",,,,,,,,,,,,Dimensions from the retailer's structured product data. Internal compartment sizes not published.
Oak Furnitureland,Oak Furnitureland,Islington Marble and Dark Acacia Large TV Unit,https://www.oakfurnitureland.co.uk/furniture/islington-marble-and-dark-acacia-large-tv-unit/48082.html,,,769.99,included,,769.99,,yes,floor,165.0,45.0,,165.0,45.0,55.0,[],,,,,,,,,,,,Dimensions from the retailer's structured product data. Internal compartment sizes not published.
Oak Furnitureland,Oak Furnitureland,Maine Natural Solid Oak &amp; Metal Extra Large TV Unit,https://www.oakfurnitureland.co.uk/furniture/maine-natural-solid-oak-metal-extra-large-tv-unit/49486.html,,,449.99,included,,449.99,,yes,floor,160.0,45.0,,160.0,45.0,52.0,"[{""kind"": ""drawer"", ""count"": 6, ""widthCm"": null, ""depthCm"": null, ""heightCm"": null}]",,,Solid oak,,,,,,,,,Dimensions from the retailer's structured product data. Internal compartment sizes not published.
Oak Furnitureland,Oak Furnitureland,Newton Light Natural Solid Oak Large TV Unit,https://www.oakfurnitureland.co.uk/furniture/newton-light-natural-solid-oak-large-tv-unit/48133.html,,,469.99,included,,469.99,,yes,floor,150.0,43.0,,150.0,43.0,60.0,"[{""kind"": ""door"", ""count"": 2, ""widthCm"": null, ""depthCm"": null, ""heightCm"": null}, {""kind"": ""drawer"", ""count"": 7, ""widthCm"": null, ""depthCm"": null, ""heightCm"": null}]",,,Solid oak,,,,,,,,,Dimensions from the retailer's structured product data. Internal compartment sizes not published.
Oak Furnitureland,Oak Furnitureland,Noah Solid Mango Large TV Unit,https://www.oakfurnitureland.co.uk/furniture/noah-solid-mango-large-tv-unit/10001234.html,,,499.99,included,,499.99,,yes,floor,140.0,43.0,,140.0,43.0,60.0,"[{""kind"": ""drawer"", ""count"": 6, ""widthCm"": null, ""depthCm"": null, ""heightCm"": null}]",,,,,,,,,,,,Dimensions from the retailer's structured product data. Internal compartment sizes not published.
Oak Furnitureland,Oak Furnitureland,Oliver Dark Solid Oak and Black Marble Large TV Unit,https://www.oakfurnitureland.co.uk/furniture/oliver-dark-solid-oak-and-black-marble-large-tv-unit/48664.html,,,499.99,included,,499.99,,yes,floor,143.0,45.0,,143.0,45.0,50.0,[],,,Solid oak,,,,,,,,,Dimensions from the retailer's structured product data. Internal compartment sizes not published.
Oak Furnitureland,Oak Furnitureland,Original Rustic Solid Oak Large TV Cabinet,https://www.oakfurnitureland.co.uk/furniture/original-rustic-solid-oak-large-tv-cabinet/1680.html,,,429.99,included,,429.99,,yes,floor,145.0,43.0,,145.0,43.0,60.0,"[{""kind"": ""drawer"", ""count"": 7, ""widthCm"": null, ""depthCm"": null, ""heightCm"": null}]",,,Solid oak,,,,,,,,,Dimensions from the retailer's structured product data. Internal compartment sizes not published.
Oak Furnitureland,Oak Furnitureland,Orrick Rustic Solid Oak Large TV Cabinet,https://www.oakfurnitureland.co.uk/furniture/orrick-rustic-solid-oak-large-tv-cabinet/5566.html,,,399.99,included,,399.99,,yes,floor,120.0,40.0,,120.0,40.0,60.0,"[{""kind"": ""door"", ""count"": 2, ""widthCm"": null, ""depthCm"": null, ""heightCm"": null}, {""kind"": ""drawer"", ""count"": 6, ""widthCm"": null, ""depthCm"": null, ""heightCm"": null}]",,,Solid oak,,,,,,,,,Dimensions from the retailer's structured product data. Internal compartment sizes not published.
Oak Furnitureland,Oak Furnitureland,Otto Smoked Oak Finish and Cashmere Painted Large TV Unit,https://www.oakfurnitureland.co.uk/furniture/otto-smoked-oak-finish-and-cashmere-painted-large-tv-unit/50969.html,,,399.99,included,,399.99,,yes,floor,140.0,43.0,,140.0,43.0,60.0,"[{""kind"": ""drawer"", ""count"": 7, ""widthCm"": null, ""depthCm"": null, ""heightCm"": null}]",,,,,,,,,,,,Dimensions from the retailer's structured product data. Internal compartment sizes not published.
Oak Furnitureland,Oak Furnitureland,Parquet Brushed and Glazed Oak Large TV Unit,https://www.oakfurnitureland.co.uk/furniture/parquet-brushed-and-glazed-oak-large-tv-unit/1013090.html,,,459.99,included,,459.99,,yes,floor,139.0,43.0,,139.0,43.0,63.0,"[{""kind"": ""drawer"", ""count"": 7, ""widthCm"": null, ""depthCm"": null, ""heightCm"": null}]",,,Solid oak,,,,,,,,,Dimensions from the retailer's structured product data. Internal compartment sizes not published.
Oak Furnitureland,Oak Furnitureland,Richmond Smoked Oak Finish and Ink Blue Painted Hardwood Large TV Unit,https://www.oakfurnitureland.co.uk/furniture/richmond-smoked-oak-finish-and-ink-blue-painted-hardwood-large-tv-unit/48716.html,,,429.99,included,,429.99,,yes,floor,150.0,40.0,,150.0,40.0,51.0,"[{""kind"": ""drawer"", ""count"": 7, ""widthCm"": null, ""depthCm"": null, ""heightCm"": null}]",,,Solid oak,,,,,,,,,Dimensions from the retailer's structured product data. Internal compartment sizes not published.
Oak Furnitureland,Oak Furnitureland,Romsey Natural Solid Oak Large TV Unit,https://www.oakfurnitureland.co.uk/furniture/romsey-natural-solid-oak-large-tv-unit/1007153.html,,,429.99,included,,429.99,,yes,floor,140.0,43.0,,140.0,43.0,60.0,"[{""kind"": ""drawer"", ""count"": 7, ""widthCm"": null, ""depthCm"": null, ""heightCm"": null}]",,,Solid oak,,,,,,,,,Dimensions from the retailer's structured product data. Internal compartment sizes not published.
Oak Furnitureland,Oak Furnitureland,Savannah Solid Heveawood Large TV Unit,https://www.oakfurnitureland.co.uk/furniture/savannah-solid-heveawood-large-tv-unit/55714.html,,,524.99,included,,524.99,,yes,floor,140.0,43.0,,140.0,43.0,60.0,"[{""kind"": ""drawer"", ""count"": 6, ""widthCm"": null, ""depthCm"": null, ""heightCm"": null}]",,,,,,,,,,,,Dimensions from the retailer's structured product data. Internal compartment sizes not published.
Oak Furnitureland,Oak Furnitureland,St Ives Natural Oak and Light Grey Painted Large TV Cabinet,https://www.oakfurnitureland.co.uk/furniture/st-ives-natural-oak-and-light-grey-painted-large-tv-cabinet/1002813.html,,,379.99,included,,379.99,,yes,floor,135.0,44.0,,135.0,44.0,59.0,"[{""kind"": ""drawer"", ""count"": 7, ""widthCm"": null, ""depthCm"": null, ""heightCm"": null}]",,,Solid oak,,,,,,,,,Dimensions from the retailer's structured product data. Internal compartment sizes not published.
Roseland Furniture,Roseland,Alba Oak Large 120cm TV Stand,https://www.roselandfurniture.com/products/alba-large-120cm-tv-stand,,,299.95,19.99,,319.94,,yes,floor,120.0,40.0,,120.0,40.0,50.0,"[{""kind"": ""open"", ""count"": 1, ""widthCm"": 48.0, ""heightCm"": 16.0, ""depthCm"": 35.0}, {""kind"": ""door"", ""count"": 1, ""widthCm"": 31.0, ""heightCm"": 22.5, ""depthCm"": 35.5}]",,,Oak | Oak Veneer | Solid Wood Internals Dimensions Height,,,12 month guarantee,,,,,,Internal compartment sizes published by the retailer.
Roseland Furniture,Roseland,Albany Oak & Rattan 120cm TV Unit,https://www.roselandfurniture.com/products/albany-oak-rattan-120cm-tv-unit,,,334.95,19.99,,354.94,,yes,floor,120.0,38.0,,120.0,38.0,50.0,"[{""kind"": ""door"", ""count"": 1, ""widthCm"": null, ""heightCm"": null, ""depthCm"": null}]",,,Solid Oak | Oak Veneer | Cane | Manufactured Wood Dimensions Height 50c,,,12 month guarantee,,,,,,Internal compartment sizes published by the retailer.
Roseland Furniture,Roseland,Alderley Oak 120cm TV Unit,https://www.roselandfurniture.com/products/alderley-oak-120cm-tv-unit,,,274.95,19.99,,294.94,,yes,floor,120.0,36.0,,120.0,36.0,50.0,"[{""kind"": ""open"", ""count"": 1, ""widthCm"": 68.5, ""heightCm"": 14.0, ""depthCm"": 32.0}, {""kind"": ""door"", ""count"": 1, ""widthCm"": 39.0, ""heightCm"": 28.0, ""depthCm"": 30.0}]",,,Solid Oak | Oak Veneer | Pine | Rubberwood | Manufactured Wood,,,12 month guarantee,,,,,,Internal compartment sizes published by the retailer.
Roseland Furniture,Roseland,Alderley Oak 160cm Wide TV Unit,https://www.roselandfurniture.com/products/alderley-oak-160cm-wide-tv-unit,,,344.95,19.99,,364.94,,yes,floor,160.0,36.0,,160.0,36.0,50.0,"[{""kind"": ""door"", ""count"": 1, ""widthCm"": 38.5, ""heightCm"": 27.5, ""depthCm"": 32.0}, {""kind"": ""open"", ""count"": 1, ""widthCm"": 68.0, ""heightCm"": 14.0, ""depthCm"": 32.0}]",,,Solid Oak | Oak Veneer | Pine | Rubberwood | Manufactured Wood,,,12 month guarantee,,,,,,Internal compartment sizes published by the retailer.
Roseland Furniture,Roseland,Alderley Oak 200cm Extra Wide TV Unit,https://www.roselandfurniture.com/products/alderley-oak-200cm-extra-wide-tv-unit,,,404.95,19.99,,424.94,,yes,floor,200.0,36.0,,200.0,36.0,50.0,"[{""kind"": ""door"", ""count"": 1, ""widthCm"": null, ""heightCm"": null, ""depthCm"": null}]",,,Solid Oak | Oak Veneer | Pine | Rubberwood | Manufactured Wood,,,12 month guarantee,,,,,,Internal compartment sizes published by the retailer.
Roseland Furniture,Roseland,Amelie Grey Fluted Extra Large TV Unit,https://www.roselandfurniture.com/products/amelie-grey-fluted-extra-large-tv-unit,,,549.95,19.99,,569.94,,yes,floor,180.0,40.0,,180.0,40.0,53.0,"[{""kind"": ""open"", ""count"": 1, ""widthCm"": 63.0, ""heightCm"": 12.0, ""depthCm"": 32.5}, {""kind"": ""door"", ""count"": 1, ""widthCm"": null, ""heightCm"": null, ""depthCm"": null}]",,,Mango Wood | Calacatta Marble | Metal Dimensions Height 53cm Width 180c,,,12 month guarantee,,,,,,Internal compartment sizes published by the retailer.
Roseland Furniture,Roseland,Amelie Grey Fluted TV Unit,https://www.roselandfurniture.com/products/amelie-grey-fluted-tv-unit,,,484.95,19.99,,504.94,,yes,floor,120.0,40.0,,120.0,40.0,53.0,"[{""kind"": ""open"", ""count"": 1, ""widthCm"": 82.0, ""heightCm"": 12.0, ""depthCm"": 32.5}, {""kind"": ""drawer"", ""count"": 1, ""widthCm"": 28.0, ""heightCm"": 9.0, ""depthCm"": 36.0}]",,,Mango Wood | Calacatta Marble | Metal Dimensions Height 53cm Width 120c,,,12 month guarantee,,,,,,Internal compartment sizes published by the retailer.
Roseland Furniture,Roseland,Amelie Grey Fluted Wide TV Unit,https://www.roselandfurniture.com/products/amelie-grey-fluted-wide-tv-unit,,,499.95,19.99,,519.94,,yes,floor,150.0,40.0,,150.0,40.0,53.0,"[{""kind"": ""open"", ""count"": 1, ""widthCm"": 48.0, ""heightCm"": 12.0, ""depthCm"": 32.5}, {""kind"": ""door"", ""count"": 1, ""widthCm"": null, ""heightCm"": null, ""depthCm"": null}]",,,Mango Wood | Calacatta Marble | Metal Dimensions Height 53cm Width 150c,,,12 month guarantee,,,,,,Internal compartment sizes published by the retailer.
Roseland Furniture,Roseland,Arden Oak 160cm TV Unit,https://www.roselandfurniture.com/products/arden-oak-160cm-tv-unit,,,339.95,19.99,,359.94,,yes,floor,160.0,40.0,,160.0,40.0,50.0,"[{""kind"": ""door"", ""count"": 1, ""widthCm"": null, ""heightCm"": null, ""depthCm"": null}]",,,Oak | Oak Veneer | Manufactured & Solid Wood | Metal Dimensions Height 50cm Width 160c,,,12 month guarantee,,,,,,Internal compartment sizes published by the retailer.
Roseland Furniture,Roseland,Arden Oak 210cm Wide TV Unit,https://www.roselandfurniture.com/products/arden-oak-210cm-wide-tv-unit,,,499.95,19.99,,519.94,,yes,floor,210.0,40.0,,210.0,40.0,60.0,"[{""kind"": ""door"", ""count"": 1, ""widthCm"": null, ""heightCm"": null, ""depthCm"": null}]",,,Oak | Oak Veneer | Manufactured & Solid Wood | Metal Dimensions Height 60cm Width 210c,,,12 month guarantee,,,,,,Internal compartment sizes published by the retailer.
Roseland Furniture,Roseland,Ashbourne 2 Door 1 Drawer Wide TV Unit,https://www.roselandfurniture.com/products/ashbourne-2-door-1-drawer-wide-tv-unit,,,334.95,19.99,,354.94,,yes,floor,144.0,39.0,,144.0,39.0,63.0,"[{""kind"": ""door"", ""count"": 1, ""widthCm"": null, ""heightCm"": null, ""depthCm"": null}]",,,Manufactured Wood | Melamine Chipboard | Metal Dimensions Height 63cm Width 144c,,,12 month guarantee,,,,,,Internal compartment sizes published by the retailer.
Roseland Furniture,Roseland,Ashbourne Drop Down TV Unit,https://www.roselandfurniture.com/products/ashbourne-drop-down-tv-unit,,,279.95,19.99,,299.94,,yes,floor,166.0,45.0,,166.0,45.0,74.0,"[{""kind"": ""door"", ""count"": 1, ""widthCm"": null, ""heightCm"": null, ""depthCm"": null}]",,,Manufactured Wood | Melamine Chipboard | Metal Dimensions Height 74cm Width 166c,,,12 month guarantee,,,,,,Internal compartment sizes published by the retailer.
Roseland Furniture,Roseland,Ashbourne L-Shaped Media Wall TV Unit,https://www.roselandfurniture.com/products/ashbourne-l-shaped-media-wall-tv-unit,,,529.95,19.99,,549.94,,yes,wall-mounted,205.0,45.0,,205.0,45.0,220.0,"[{""kind"": ""door"", ""count"": 1, ""widthCm"": null, ""heightCm"": null, ""depthCm"": null}]",,,Manufactured Wood | Melamine Chipboard | Metal Dimensions Height 220cm Width 205,,,12 month guarantee,,,,,,Internal compartment sizes published by the retailer.
Roseland Furniture,Roseland,Ashbourne Media Wall TV Unit,https://www.roselandfurniture.com/products/ashbourne-media-wall-tv-unit,,,749.95,19.99,,769.94,,yes,wall-mounted,244.0,45.0,,244.0,45.0,220.0,"[{""kind"": ""door"", ""count"": 1, ""widthCm"": null, ""heightCm"": null, ""depthCm"": null}]",,,Manufactured Wood | Melamine Chipboard | Metal Dimensions Height 220cm Width 244,,,12 month guarantee,,,,,,Internal compartment sizes published by the retailer.
Roseland Furniture,Roseland,Ashbourne Media Wall TV Unit with Overhead Storage,https://www.roselandfurniture.com/products/ashbourne-media-wall-tv-unit-with-overhead-storage,,,999.95,19.99,,1019.94,,yes,wall-mounted,244.0,45.0,,244.0,45.0,220.0,"[{""kind"": ""door"", ""count"": 1, ""widthCm"": null, ""heightCm"": null, ""depthCm"": null}]",,,Manufactured Wood | Melamine Chipboard | Metal Dimensions Height 220cm Width 244,,,12 month guarantee,,,,,,Internal compartment sizes published by the retailer.
Roseland Furniture,Roseland,Ashbourne Sideboard TV Unit,https://www.roselandfurniture.com/products/ashbourne-sideboard-tv-unit,,,279.95,19.99,,299.94,,yes,floor,134.0,45.0,,134.0,45.0,74.0,"[{""kind"": ""door"", ""count"": 1, ""widthCm"": null, ""heightCm"": null, ""depthCm"": null}]",,,Manufactured Wood | Melamine Chipboard | Metal Dimensions Height 74cm Width 134c,,,12 month guarantee,,,,,,Internal compartment sizes published by the retailer.
Roseland Furniture,Roseland,Asher Light Oak 2 Door 1 Drawer Wide TV Unit with Black Legs,https://www.roselandfurniture.com/products/asher-light-oak-2-door-1-drawer-wide-tv-unit-with-black-legs,,,314.95,19.99,,334.94,,yes,floor,144.0,40.0,,144.0,40.0,65.0,"[{""kind"": ""open"", ""count"": 1, ""widthCm"": 71.0, ""heightCm"": 20.0, ""depthCm"": 36.0}, {""kind"": ""door"", ""count"": 1, ""widthCm"": null, ""heightCm"": null, ""depthCm"": null}]",,,Manufactured Wood | Metal | Faux Linen | Vinyl Dimensions Height 65cm Width 144c,,,12 month guarantee,,,,,,Internal compartment sizes published by the retailer.
Roseland Furniture,Roseland,Asher White 2 Door 1 Drawer Wide TV Unit with Black Legs,https://www.roselandfurniture.com/products/asher-white-2-door-1-drawer-wide-tv-unit-with-black-legs,,,314.95,19.99,,334.94,,yes,floor,144.0,40.0,,144.0,40.0,65.0,"[{""kind"": ""open"", ""count"": 1, ""widthCm"": 71.0, ""heightCm"": 20.0, ""depthCm"": 36.0}, {""kind"": ""door"", ""count"": 1, ""widthCm"": null, ""heightCm"": null, ""depthCm"": null}]",,,Manufactured Wood | Metal | Faux Linen | Vinyl Dimensions Height 65cm Width 144c,,,12 month guarantee,,,,,,Internal compartment sizes published by the retailer.
Roseland Furniture,Roseland,Beau Grooved Brown Mango Wood Extra Large TV Unit,https://www.roselandfurniture.com/products/beau-grooved-brown-mango-wood-extra-large-tv-unit,,,499.95,19.99,,519.94,,yes,floor,160.0,40.0,,160.0,40.0,46.0,"[{""kind"": ""open"", ""count"": 1, ""widthCm"": 51.9, ""heightCm"": 13.4, ""depthCm"": 38.5}, {""kind"": ""open"", ""count"": 1, ""widthCm"": 51.0, ""heightCm"": 13.4, ""depthCm"": 38.5}, {""kind"": ""door"", ""count"": 1, ""widthCm"": null, ""heightCm"": null, ""depthCm"": null}]",,,Mango Wood | Plywood | Metal Dimensions Height 46cm Width 160c,,,12 month guarantee,,,,,,Internal compartment sizes published by the retailer.
Roseland Furniture,Roseland,Beau Grooved Brown Mango Wood Large TV Unit,https://www.roselandfurniture.com/products/beau-grooved-brown-mango-wood-large-tv-unit,,,479.95,19.99,,499.94,,yes,floor,148.0,40.0,,148.0,40.0,46.0,"[{""kind"": ""open"", ""count"": 1, ""widthCm"": 68.0, ""heightCm"": 13.4, ""depthCm"": 38.5}, {""kind"": ""door"", ""count"": 1, ""widthCm"": null, ""heightCm"": null, ""depthCm"": null}]",,,Mango Wood | Plywood | Metal Dimensions Height 46cm Width 148c,,,12 month guarantee,,,,,,Internal compartment sizes published by the retailer.
Roseland Furniture,Roseland,Beckett Gloss 1 Drawer TV Unit,https://www.roselandfurniture.com/products/beckett-1-drawer-tv-unit,,,269.95,19.99,,289.94,,yes,floor,112.0,40.0,,112.0,40.0,50.0,"[{""kind"": ""door"", ""count"": 1, ""widthCm"": null, ""heightCm"": null, ""depthCm"": null}]",,,Manufactured Wood | Metal | Faux Linen | Vinyl Dimensions Height 50cm Width 112c,,,12 month guarantee,,,,,,Internal compartment sizes published by the retailer.
Roseland Furniture,Roseland,Beckett Gloss Corner TV Unit,https://www.roselandfurniture.com/products/beckett-corner-tv-unit,,,314.95,19.99,,334.94,,yes,floor,112.0,52.0,,112.0,52.0,51.0,"[{""kind"": ""door"", ""count"": 1, ""widthCm"": null, ""heightCm"": null, ""depthCm"": null}]",,,Manufactured Wood | Metal | Faux Linen | Vinyl Dimensions Height 51cm Width 112c,,,12 month guarantee,,,,,,Internal compartment sizes published by the retailer.
Roseland Furniture,Roseland,Beckett Gloss Wide TV Unit,https://www.roselandfurniture.com/products/beckett-wide-tv-unit,,,314.95,19.99,,334.94,,yes,floor,147.0,40.0,,147.0,40.0,50.0,"[{""kind"": ""door"", ""count"": 1, ""widthCm"": null, ""heightCm"": null, ""depthCm"": null}]",,,Manufactured Wood | Metal | Faux Linen | Vinyl Dimensions Height 50cm Width 147c,,,12 month guarantee,,,,,,Internal compartment sizes published by the retailer.
Furniture123,Hazel,"Multifunctional Oak Ribbed Floating TV Stand - TV's up to 75"" - Hazel",https://furniture123.co.uk/p/multifunctional-oak-ribbed-floating-tv-unit-tvs-up-to-75-hazel-bunhaz00294910,,,239.91,included,,239.91,,,wall-mounted,120.0,41.5,,120.0,41.5,42.0,[],,,Wood,,,,,,,,,Dimensions from the retailer's structured product data. Internal compartment sizes not published.
Furniture123,Hazel,"Multifunctional Walnut Ribbed Floating TV Stand - TV's up to 75"" - Hazel",https://furniture123.co.uk/p/multifunctional-walnut-ribbed-floating-tv-stand-tvs-up-to-75-hazel-bunhaz00396306,,,299.97,included,,299.97,,,wall-mounted,120.0,41.5,,120.0,41.5,42.0,[],,,Wood,,,,,,,,,Dimensions from the retailer's structured product data. Internal compartment sizes not published.
Furniture123,Hazel,"Multifunctional Small Walnut Ribbed Floating TV Stand - TV's up to 55"" - Hazel",https://furniture123.co.uk/p/multifunctional-small-walnut-ribbed-floating-tv-stand-tvs-up-to-55-hazel-bunhaz00396305,,,199.97,included,,199.97,,,wall-mounted,120.0,41.5,,120.0,41.5,42.0,[],,,Wood,,,,,,,,,Dimensions from the retailer's structured product data. Internal compartment sizes not published.
Furniture123,Hazel,"Multifunctional Large Walnut Ribbed Freestanding TV Stand with Storage - TV's up to 85"" - Hazel",https://furniture123.co.uk/p/multifunctional-large-walnut-ribbed-freestanding-tv-stand-with-storage-tvs-up-to-85-hazel-bunhaz00396307,,,399.97,included,,399.97,,,floor,120.0,41.5,,120.0,41.5,42.0,[],,,Wood,,,,,,,,,Dimensions from the retailer's structured product data. Internal compartment sizes not published.
Furniture123,Hazel,"Multifunctional Large Oak Ribbed Floating TV Stand with Storage - TV's up to 85"" - Hazel",https://furniture123.co.uk/p/multifunctional-large-oak-ribbed-floating-tv-unit-tvs-up-to-85-hazel-bunhaz00294911,,,319.88,included,,319.88,,,wall-mounted,120.0,41.5,,120.0,41.5,42.0,[],,,Wood,,,,,,,,,Dimensions from the retailer's structured product data. Internal compartment sizes not published.
Furniture123,Delilah,"Large Dark Wooden TV Stand with Storage - TV's up to 65"" - Delilah",https://furniture123.co.uk/p/large-dark-wooden-tv-stand-with-storage-tvs-up-to-65-delilah-dlh020,,,179.97,included,,179.97,,,floor,150.0,39.0,,150.0,39.0,56.0,"[{""kind"": ""door"", ""count"": 2, ""widthCm"": null, ""depthCm"": null, ""heightCm"": null}, {""kind"": ""drawer"", ""count"": 6, ""widthCm"": null, ""depthCm"": null, ""heightCm"": null}]",,,Wood,,,,,,,,,Dimensions from the retailer's structured product data. Internal compartment sizes not published.
